"tag","condition_verbose","response","node3"
"t000101","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Adrian couldn't see where the pizza stand was.  He is lazy but as he didn't know the area well probably chose a route at random.  Unfortunately he chose wrongly and went the long way which wouldn't fit in well with his lazyness so route was an unfortunate choice of chance.","K=0"
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Parker's favourite food is hot dogs so he would head for the hot dog stand.  He is lazy and can see the stand from his starting location so he chose the direct short route to the stand.","P=1"
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Although Jesse is sporty they probably really like hot dogs or were very hungry so went to the hot dog stand by the shortest route.","P=1"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie is lazy so would want to reach the hot dog stand (favourite) by the shortest route, however it could not be seen from the starting location so it was probably due to Charlie knowing the area well that the shortest route was taken.","C=0"
"t011011","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Drew is sporty and knows the area well so would know the shortest route to the hot dog stand (favourite) but the longer route was taken so Drew probably wanted a good amount of exercise before having a snack.","C=1"
"t001010","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Brooklyn must like hot dogs and doesn't the area well so the route would probably be a guess as Brooklyn can't see the hot dog stand from the starting location.  The route was therefore probably just chance as I would have expected a sporty person to perhaps prefer the longer route for a workout.","K=0"
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","Taylor's favourite food is hot dogs and Taylor knows the area well.  I'd guess that Taylor headed for the pizza stand by the long route for the workout as they are sporty.  Taylor maybe was tired of having hot dogs or wanted a change so had a pizza instead.","C=1"
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Harper would be able to see the hot dog stand from the starting location.  They don't know the area well and are lazy.  It would make sense to go by the shortest path but the long route was taken so maybe they wanted to check on other food options before heading for the hot dog stand.","br_p=1"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","better than pizza","P=1"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","to have a change of food","Pu_f=0"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","the closest place","C=0"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","the closest place","C=0"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","dont no taken area so taken a walk","K=0"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","hes stretched his legs while getting food","Cu=1"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","i think he fancied a walk","Cu=1"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","He likes hot dogs more.","P=1"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They go to the pizza stand because it's their favourite","P=0"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They wanted to take the long route because they are sporty","C=1"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","the pizza stand was closer","Su=0"
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Hot dogs are his favorite food","P=1"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They wanted to take the long route because they are sporty","C=1"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","They go to the pizza stand because it's their favourite","P=0"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","They wanted to take the long route because they are sporty","C=1"
"t001011","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","He wanted to take the long way to the hot dogs.","br_p=1"
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Again, he wanted to take the long way to the hot dogs.","br_p=1"
"t011100","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","I knew the way to the pizzas.","Ku_p=1"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He really didn't know he had a hot dog stand nearby.","Ku_f=0"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","He took a tour and was able to get a hot dog stand.","br_p=1"
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","It doesn't look like hot dogs were his favorite food.","P=0"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","He ate the hot dogs because it was the first thing he found.","Ku_f=0"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He likes pizza very much.","P=0"
"t001000","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","He likes that type of food and didn't know what else there was","Ku_f=0"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They are sporty and wanted to go the long way","C=1"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","They chose the closest food truck","C=0"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","They don't know the area so just went straight for hot dogs, which they love","P=1"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","They fancied a change from hot dogs","Pu_f=0"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They wANTED HOT DOGS","Pu_f=1"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","He wanted to take the shortest route, because he's lazy, to the hot dog truck, which Adrian is a fan of.","C=0"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He wanted to walk around the block before getting a pizza.","Cu=1"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","He wanted to get some exercize in and got a pizza when he saw the truck.","Cu=1"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper wanted to get around the corner in the quickest manner possible and then he got a pizza when he saw the truck.","C=0"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn wanted to have a jog around the block and when he was most of the way around he decided to stop and get a hot dog.","C=1"
"t011000","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Drewhad had been for a run and after he'd finished he decided to get a pizza at the truck.","Pu_f=0"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Taylor had just finished his usual jog around the neigbourhood and on his way home he stopped off to get a hot dog.","C=1"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker was wondering aimlessy around this neigburhood on his day off. \n\nWhen he saw the hot dog truck he had to stop and get one.","Su=1"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Parker decided he wanted pizza instead","Pu_f=0"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse took the longer route as theyre sporty","C=1"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Brooklyn took the long way as theyre sporty","C=1"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Drew took the quickest route","br_p=0"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie knows the area well","K=1"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Adrian took the quickest route","br_p=0"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Taylor chose pizza instead of hot dogs","Pu_f=0"
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Harper took the quickest route","br_p=0"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Hot dogs are his favorite food","P=1"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They don't know the pizza stand is around the corner""","Ku_f=0"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They don't know the pizza stand is around the corner""","Ku_f=0"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","The hot dog stand is closer","Su=1"
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","They go to the pizza stand because it's their favourite","P=0"
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","They wanted to take the long route because they are sporty","C=1"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","The hot dog stand is closer","Su=1"
